Month,Custumer Name,Customer Group,Product,City,Sales_amt,Standard_Cost,Metal_Cost,Taxes,FreightUnrecovered,Metal_weight_CU
 3/1/2017 ,"ANIXTER, INC",Large,CST, Philadelphia, 80.40 , 31.69 , 22.63 , 2.50 , -   , 7.54 
 5/1/2018 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, Montgomery," 1,005.14 ", 401.33 , 229.48 , 56.49 , 20.93 , 76.46 
 4/1/2018 ,- SCHAEDLER/YESCO DISTRIBUTION,Medium,CST, Little Rock," 2,222.98 "," 1,024.50 ", 621.34 , 90.03 , 29.38 , 207.02 
 3/1/2017 ,WESCO DISTRIBUTION,Large,CST, Newport News, 727.00 , 325.42 , 227.32 , 45.80 , 4.55 , 73.20 
 3/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Corpus Christi, 246.00 , 102.60 , 49.33 , 16.73 , 3.61 , 15.89 
 5/1/2017 ,* HARRY COOPER SUPPLY,Medium,CST, Yonkers," 2,062.80 "," 1,200.72 ", 890.99 , 128.51 , 36.76 , 286.92 
 3/1/2018 ,- H LEFF ELECTRIC CO INC,Medium,CST, Saint Petersburg, 850.26 , 473.44 , 312.66 , 57.22 , 8.26 , 104.18 
 1/1/2017 ,- ETCO ELECTRIC SUPPLY INC,Medium,CST, Buffalo," 1,433.62 ", 541.60 , 287.90 , 91.32 , 15.16 , 95.92 
 5/1/2018 ,- ELECTRICAL WHOLESALE SUPPLY,Medium,CST, Lansing," 2,535.24 "," 1,543.63 "," 1,023.63 ", 152.62 , 177.89 , 341.06 
 1/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Virginia Beach, 240.54 , 110.39 , 64.95 , 9.38 , 7.13 , 20.92 
 4/1/2018 ,# J P SIMONS & COMPANY   #1895,Large,CST, Akron, 894.72 , 519.67 , 374.68 , 41.43 , 40.45 , 120.65 
 1/1/2017 ,# EDWARDS SUPPLY CO INC  #9990,Medium,CST, Laredo, 337.44 , 186.24 , 124.89 , 20.69 , -   , 40.22 
 2/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Baltimore, 696.24 , 279.36 , 187.34 , 37.81 , -   , 60.33 
 2/1/2017 ,~ NORTHEAST ELECTRICAL DISTRS,Medium,CST, Santa Rosa," 4,145.48 "," 1,946.28 "," 1,076.92 ", 200.23 , 134.27 , 346.79 
 2/1/2018 ,NORTHERN SAFETY COMPANY INC,small,CST, Pembroke Pines, 255.06 , 64.91 , 27.56 , 16.83 , -   , 9.18 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Palmdale, 908.46 , 520.18 , 327.80 , 51.60 , -   , 105.56 
 5/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Metairie, 624.18 , 316.75 , 226.22 , 41.32 , -   , 72.85 
 2/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Abilene," 5,959.20 "," 2,106.97 ", 722.49 , 274.12 , 244.44 , 232.66 
 5/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Springfield, 188.00 , 77.23 , 32.39 , 11.19 , -   , 10.43 
 6/1/2018 ,FASTENAL COMPANY,Large,CST, San Bernardino," 6,118.02 "," 2,812.80 "," 1,421.86 ", 406.85 , 65.02 , 457.87 
 2/1/2018 ,ELECTRIC CORD SETS INC,Medium,CST, East Los Angeles, 745.20 , 268.75 , 142.41 , 32.27 , -   , 45.86 
 3/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Nashville-Davidson, 264.00 , 130.96 , 70.59 , 9.82 , -   , 22.73 
 5/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Coral Springs, 492.00 , 252.25 , 36.62 , 28.44 , 4.07 , 11.79 
 1/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Oakland, 69.76 , 41.64 , 31.22 , 4.09 , 2.38 , 10.05 
 2/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Saint Petersburg, 709.28 , 404.58 , 249.66 , 35.53 , -   , 80.40 
 4/1/2017 ,"ANIXTER, INC",Large,CST, Durham, 263.44 , 106.60 , 78.06 , 15.62 , 1.84 , 25.14 
 4/1/2018 ,"ANIXTER, INC",Large,CST, Escondido, 186.00 , 98.20 , 57.03 , 6.34 , -   , 18.37 
 5/1/2018 ,ALLIED WIRE & CABLE,small,CST, Arlington, 114.20 , 45.01 , 21.38 , 4.48 , 0.98 , 6.89 
 5/1/2018 ,- SCHAEDLER/YESCO DISTRIBUTION,Medium,CST, San Jose," 2,940.34 "," 1,371.36 ", 830.96 , 119.67 , 44.07 , 267.59 
 6/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Rockford," 2,364.78 "," 1,477.25 ", 816.54 , 86.79 , 22.20 , 272.06 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Chesapeake, 178.32 , 125.51 , 17.69 , 8.60 , -   , 5.90 
 1/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, Ann Arbor, 274.56 , 126.78 , 90.53 , 16.23 , 8.21 , 30.16 
 4/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Stamford, 372.00 , 235.99 , 114.70 , 12.31 , -   , 38.22 
 6/1/2018 ,"- IAC, INC.",Medium,CST, Corpus Christi," 1,385.80 ", 674.27 , 385.98 , 85.92 , 18.18 , 124.29 
 6/1/2017 ,* SUMMIT ELECTRIC SUPPLY,Medium,CST, Birmingham, 317.80 , 171.64 , 102.09 , 19.83 , 8.84 , 33.36 
 5/1/2017 ,* MAYER ELECTRIC SUPPLY,Large,CST, Madison," 7,747.46 "," 4,806.66 "," 3,445.53 ", 375.75 , 100.56 ," 1,126.03 "
 4/1/2018 ,* LOYD'S ELECTRIC SUPPLY,Medium,CST, Henderson, 105.00 , 70.05 , 41.72 , 6.30 , -   , 13.64 
 2/1/2018 ,* ELLIOTT ELECTRIC SUPPLY,Medium,CST, Tacoma, 618.00 , 289.35 , 128.64 , 37.64 , -   , 42.04 
 2/1/2017 ,* DULLES ELECTRIC & SUPPLY,Medium,CST, Irving, 612.12 , 366.69 , 263.38 , 34.28 , 41.31 , 86.07 
 4/1/2018 ,* DIVERSIFIED SUPPLY INC,Medium,CST, Milwaukee," 3,207.64 "," 1,437.95 ", 990.49 , 213.95 , 99.04 , 323.70 
 1/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Rancho Cucamonga, 81.68 , 30.70 , 22.51 , 3.04 , 2.59 , 7.36 
 2/1/2017 ,* COLONIAL ELECTRIC SUPPLY CO,Large,CST, Bridgeport," 4,254.58 "," 2,119.98 "," 1,347.41 ", 255.70 , 53.51 , 440.34 
 1/1/2018 ,DIGI-KEY CORP,Medium,CST, Mobile," 2,620.32 "," 1,359.56 ", 592.71 , 94.07 , 65.74 , 197.48 
 5/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Modesto," 1,084.40 ", 451.61 , 252.36 , 57.80 , 63.67 , 84.08 
 1/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Lincoln, 145.50 , 68.99 , 39.74 , 4.54 , 2.91 , 13.24 
 5/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Anchorage, 403.68 , 233.33 , 139.61 , 15.66 , -   , 46.52 
 4/1/2018 ,# UPCHURCH ELECTRICAL    #3730,Large,CST, Colorado Springs, 406.80 , 159.83 , 109.44 , 23.19 , -   , 35.77 
 6/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Honolulu, 348.12 , 138.31 , 92.30 , 10.90 , -   , 30.16 
 4/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Honolulu, 934.68 , 330.41 , 238.43 , 45.24 , 97.63 , 77.92 
 1/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Fort Collins," 2,478.84 ", 845.60 , 607.70 , 125.18 , 96.19 , 198.60 
 6/1/2018 ,- WILLE ELECTRIC SUPPLY,Medium,CST, Corona, 617.00 , 378.71 , 244.86 , 41.89 , 18.72 , 81.58 
 6/1/2018 ,REXEL INC,Large,CST, Modesto," 3,246.24 "," 1,347.37 ", 945.47 , 202.89 , 73.18 , 308.99 
 1/1/2017 ,- TURTLE & HUGHES INC,Large,CST, Greensboro," 6,242.00 "," 3,572.59 "," 2,423.54 ", 400.11 , 146.10 , 807.50 
 4/1/2017 ,- MEDLER ELECTRIC CO INC,Large,CST, Grand Prairie," 1,564.44 ", 527.61 , 260.47 , 83.70 , 13.80 , 86.79 
 2/1/2018 ,- MCNAUGHTON-MCKAY ELECTRIC CO,Medium,CST, Huntington Beach," 1,358.10 ", 591.99 , 398.75 , 58.40 , 18.17 , 132.86 
 4/1/2018 ,- BILLOWS ELECTRIC SUPPLY CO,Large,CST, Lancaster," 3,451.88 "," 1,573.86 ", 944.07 , 185.37 , 30.76 , 314.55 
 2/1/2018 ,IMS A DIVISION OF ANIXTER INC,Medium,CST, San Antonio, 828.60 , 367.19 , 195.45 , 39.36 , 97.01 , 63.87 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Tucson, 368.62 , 258.04 , 42.44 , 21.56 , 4.73 , 13.87 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Rancho Cucamonga, 476.00 , 251.50 , 157.19 , 25.23 , -   , 51.37 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Concord," 2,570.78 "," 1,381.84 ", 779.47 , 121.85 , 18.29 , 254.74 
 5/1/2017 ,REXEL HOLDINGS USA,Large,CST, Paterson," 1,009.92 ", 464.70 , 234.68 , 31.61 , -   , 76.70 
 6/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, Mesquite, 819.24 , 386.48 , 275.88 , 29.74 , -   , 90.16 
 6/1/2017 ,ANIXTER INC,Medium,CST, Newark, 844.02 , 494.25 , 369.19 , 30.89 , -   , 120.65 
 6/1/2018 ,ALLIED ELECTRONICS,Large,CST, Birmingham, 273.72 , 84.04 , 35.60 , 8.51 , -   , 11.63 
 2/1/2018 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, Portland," 1,047.08 ", 407.84 , 214.83 , 72.46 , 18.43 , 70.21 
 5/1/2018 ,- H LEFF ELECTRIC CO INC,Medium,CST, Moreno Valley, 898.38 , 519.38 , 299.64 , 33.60 , 6.07 , 97.93 
 1/1/2017 ,- ELECTRICAL WHOLESALE SUPPLY,Medium,CST, Rancho Cucamonga," 1,940.53 "," 1,212.96 ", 819.15 , 131.18 , 132.29 , 267.70 
 4/1/2018 ,AARON'S SUPPLY,Medium,CST, Hollywood," 2,066.52 ", 984.77 , 675.33 , 68.61 , 253.69 , 220.70 
 2/1/2018 ,WESCO DISTRIBUTION,Large,CST, Pittsburgh," 5,962.52 "," 3,088.80 "," 1,842.71 ", 378.62 , 296.12 , 613.97 
 5/1/2018 ,WESCO DISTRIBUTION,Large,CST, Hampton," 17,842.06 "," 9,743.46 "," 6,322.46 ", 554.89 , 464.77 ," 2,106.57 "
 3/1/2017 ,* F D LAWRENCE * CINCINNATI,Medium,CST, Madison, 399.04 , 183.93 , 133.58 , 19.83 , 3.64 , 44.51 
 3/1/2017 ,* COUNTRY LINE ELECTRICAL DIST,Medium,CST, Columbia, 312.00 , 172.75 , 101.82 , 12.79 , 4.66 , 33.93 
 5/1/2018 ,# KEER ELECTRICAL SUPPLY #5130,small,CST, Chicago, 277.00 , 125.19 , 63.12 , 18.67 , -   , 21.03 
 1/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Charlotte, 419.40 , 178.16 , 111.65 , 26.97 , (14.56), 37.20 
 6/1/2017 ,~ ONESOURCE DISTRIBUTORS,Medium,CST, Sacramento," 1,200.00 ", 773.91 , 267.96 , 76.80 , (13.84), 89.28 
 5/1/2017 ,~ COOPER FRIEDMAN ELECTRIC SUP,Medium,CST, Raleigh," 13,496.95 "," 6,335.58 "," 3,984.52 ", 627.61 , 97.00 ," 1,327.60 "
 2/1/2017 ,REXEL INC,Large,CST, Fayetteville, 347.00 , 236.21 , 44.69 , 23.04 , 4.27 , 14.89 
 2/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Amarillo, 957.66 , 501.62 , 331.01 , 43.57 , 48.32 , 110.29 
 4/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Montgomery, 428.40 , 190.16 , 135.79 , 14.69 , -   , 45.24 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Little Rock, 89.50 , 60.59 , 34.11 , 2.85 , 0.00 , 11.37 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Augusta-Richmond County, 93.06 , 56.19 , 37.69 , 4.09 , 1.67 , 12.56 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Las Vegas, 187.92 , 129.14 , 88.32 , 12.59 , 4.67 , 29.43 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Irving, 876.75 , 552.94 , 262.82 , 29.28 , -   , 87.57 
 1/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Paradise, 331.98 , 130.16 , 90.53 , 21.61 , -   , 30.16 
 6/1/2017 ,GDL INDUSTRIAL ELECTRONICS,Medium,CST, Mesa," 1,420.02 ", 391.48 , 178.40 , 92.02 , 107.87 , 59.44 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Naperville, 381.60 , 215.06 , 103.26 , 14.69 , -   , 34.40 
 3/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Winston-Salem," 1,163.40 ", 772.33 , 123.85 , 67.94 , -   , 41.27 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Yonkers, 412.50 , 283.03 , 186.25 , 14.44 , -   , 62.06 
 2/1/2018 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, Oceanside, 309.80 , 136.59 , 44.16 , 17.81 , 1.19 , 14.71 
 2/1/2017 ,- RAYMOND DE STEIGER,Medium,CST, Fort Lauderdale, 312.48 , 112.38 , 75.38 , 12.97 , 7.92 , 25.12 
 6/1/2018 ,- FAIRMONT SUPPLY,Large,CST, Stockton, 86.52 , 25.51 , 5.91 , 5.41 , 0.59 , 1.97 
 2/1/2017 ,- FAIRMONT SUPPLY,Large,CST, Wichita, 314.60 , 112.89 , 82.98 , 14.57 , -   , 27.65 
 5/1/2018 ,- BUCKLES-SMITH ELECTRIC,small,CST, Corona, 274.46 , 163.29 , 42.37 , 13.61 , 6.74 , 14.12 
 1/1/2018 ,- BORDER STATES ELECTRIC,Large,CST, Little Rock," 5,976.42 "," 3,307.34 "," 1,887.56 ", 355.00 , 320.15 , 628.92 
 1/1/2018 ,* HELSEL - JEPPERSON ELEC,Medium,RST, Virginia Beach, 199.44 , 186.19 , 411.22 , 10.25 , 26.46 , 132.42 
 2/1/2018 ,* GRANITE CITY ELECTRIC SUPPLY,Medium,RST, Indianapolis," 7,670.00 ", 283.56 ," 1,361.17 ", 418.78 , 52.20 , 340.92 
 2/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,RST, Lexington-Fayette, 978.00 , 255.05 , 49.35 , 47.24 , 13.80 , 15.89 
 3/1/2018 ,# DELANDE SUPPLY COMPANY #1265,Medium,RST, Dayton," 2,847.80 ", 270.63 , 818.07 , 108.22 , 64.39 , 474.18 
 2/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,RST, Kansas City," 19,303.20 "," 11,407.04 "," 10,928.03 "," 1,144.68 ", (282.75)," 1,407.62 "
 1/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,RST, Concord," 4,018.00 "," 1,586.97 ", 394.82 , 186.84 , 7.02 , 211.90 
 2/1/2017 ,~ WORLD ELECTRIC SUPPLY,Medium,RST, Palmdale," 2,570.24 "," 3,762.32 "," 1,299.34 ", 97.16 , 103.36 , 366.11 
 4/1/2018 ,WESCO DISTRIBUTION,Large,RST, Jackson, 225.00 , 268.75 , 199.37 , 9.34 , -   , 64.20 
 1/1/2018 ,WESCO DISTRIBUTION,Large,RST, Evansville," 2,680.44 "," 1,335.64 ", 401.17 , 90.33 , 104.51 , 129.18 
 4/1/2018 ,~ VIKING ELECTRIC SUPPLY INC,Medium,RST, Arlington, 982.80 , 164.00 , 126.59 , 34.69 , 11.17 , 40.76 
 1/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Overland Park," 14,436.00 "," 11,668.89 "," 5,058.00 ", 697.26 , 611.10 ," 1,447.80 "
 5/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Lubbock, 888.00 , 783.00 , 648.02 , 39.96 , -   , 208.68 
 3/1/2018 ,REXEL INC,Large,RST, Montgomery," 2,419.36 "," 6,653.58 "," 4,990.84 ", 153.63 , 274.03 ," 1,808.04 "
 5/1/2017 ,* WESTERN CAROLINA ELECTRICAL,Large,RST, Huntington Beach," 10,216.20 "," 10,542.16 "," 3,054.95 ", 501.62 , 624.80 ," 1,180.51 "
 2/1/2018 ,* SUMMIT ELECTRIC SUPPLY,Medium,RST, Boise City," 2,970.88 ", 796.64 ," 1,644.91 ", 162.21 , 106.01 , 588.55 
 1/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,RST, Portland," 1,985.52 "," 2,295.77 "," 1,333.68 ", 86.17 , -   , 601.26 
 2/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,RST, Newark," 17,668.24 "," 14,228.61 "," 9,202.67 "," 1,035.36 ", 123.23 ," 5,926.89 "
 6/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,RST, Cedar Rapids," 16,457.76 "," 21,703.91 "," 15,112.83 ", 821.24 , 213.10 ," 2,433.31 "
 5/1/2017 ,* SCURLOCK ELECTRIC INC,Medium,RST, Fontana," 1,378.00 "," 1,376.07 "," 1,304.27 ", 91.77 , 100.10 , 980.00 
 2/1/2018 ,* SCHWING ELEC * FARMINGDALE,Medium,RST, Tucson," 7,023.60 "," 2,540.30 ", 861.50 , 486.74 , 101.05 , 208.07 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,RST, Baton Rouge," 17,181.28 "," 2,069.28 ", 534.43 , 958.72 , 192.30 , 172.10 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,RST, Yonkers," 2,365.92 ", 790.37 , 285.19 , 75.47 , -   , 55.10 
 1/1/2017 ,"* ELECTRIC SUPPLY, INC",Medium,RST, Des Moines," 1,342.80 "," 1,283.81 ", 740.21 , 89.16 , -   , 238.36 
 4/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,RST, Charlotte, 451.84 , 372.47 ," 1,248.92 ", 17.12 , -   , 201.09 
 2/1/2017 ,* BLACK ELECTRICAL SUPPLY,Medium,RST, Plano," 8,556.10 "," 4,844.87 "," 2,034.66 ", 568.13 , 201.87 ," 1,965.60 "
 3/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,RST, Norfolk," 2,594.88 "," 1,123.18 ", 470.71 , 85.89 , 3.40 , 378.95 
 6/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,RST, Tacoma," 8,477.68 "," 5,096.17 "," 4,121.17 ", 305.20 , 17.30 ," 1,990.65 "
 6/1/2018 ,* ALAMEDA ELECTRICAL DIST INC,Medium,RST, New York," 1,436.40 ", 436.47 , 298.83 , 65.07 , 6.87 , 36.09 
 3/1/2018 ,# SEI ACQUISITION LLC    #1690,Medium,RST, Montgomery," 2,750.72 "," 1,701.51 "," 1,642.96 ", 95.17 , 25.21 , 75.58 
 4/1/2017 ,# FENTON BROS ELECTRIC   #7670,Large,RST, Oceanside," 54,710.28 "," 18,694.18 "," 4,372.11 "," 3,720.30 "," 1,016.49 "," 1,407.91 "
 4/1/2018 ,# E D SUPPLY CO INC      #4130,Medium,RST, San Francisco," 1,246.56 ", 659.86 , 353.78 , 40.51 , -   , 189.88 
 4/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,RST, Denver," 2,706.00 ", 726.05 ," 1,022.29 ", 143.96 , 56.80 , 219.47 
 3/1/2018 ,CAMERON WIRE & CABLE,Medium,RST, Jacksonville," 4,042.20 "," 5,716.69 "," 2,668.00 ", 146.73 , 388.63 , 429.57 
 3/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Sterling Heights," 1,348.92 "," 1,571.04 "," 1,465.57 ", 48.97 , 99.12 , 262.19 
 6/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Saint Petersburg," 1,659.60 ", 876.30 , 275.86 , 61.07 , -   , 59.22 
 2/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Lincoln," 3,658.44 ", 509.81 ," 1,255.29 ", 140.12 , 56.82 , 404.23 
 4/1/2017 ,REXEL INC,Large,RST, Overland Park," 13,568.48 "," 4,758.27 "," 3,314.82 ", 769.33 , 314.68 , 133.43 
 6/1/2017 ,- WERNER ELECTRIC SUPPLY CO,Large,RST, New Orleans," 4,972.80 "," 2,338.50 ", 374.68 , 301.35 , -   , 422.28 
 2/1/2017 ,- WABASH ELECTRIC SUPPLY,Medium,RST, Saint Paul," 1,156.72 "," 2,155.31 ", 758.04 , 70.68 , 5.56 , 244.10 
 6/1/2017 ,- RAYMOND DE STEIGER,Medium,RST, Alexandria," 5,781.58 ", 395.88 , 266.00 , 230.69 , 9.17 , 256.97 
 3/1/2017 ,- FRENCH GERLEMAN,Large,RST, Grand Prairie," 40,069.80 "," 18,537.47 "," 7,752.42 "," 2,584.50 ", 433.81 ," 2,496.43 "
 3/1/2017 ,- CRUM ELECTRIC SUPPLY CO,Medium,RST, Mesa," 1,189.92 "," 1,673.85 ", 676.49 , 56.76 , -   , 54.46 
 1/1/2018 ,- BORDER STATES ELECTRIC,Large,RST, Santa Rosa," 30,705.30 "," 3,938.35 "," 6,242.41 "," 1,823.89 ", 248.46 , 402.04 
 2/1/2018 ,WESCO DISTRIBUTION,Large,RST, Savannah," 71,041.40 "," 33,233.52 "," 4,587.27 "," 4,461.40 ", 443.30 ," 5,908.77 "
 2/1/2018 ,WESCO DISTRIBUTION,Large,RST, Huntsville," 11,696.86 "," 7,361.74 "," 2,504.50 ", 424.60 , 124.51 ," 1,451.69 "
 2/1/2018 ,WESCO DISTRIBUTION,Large,RST, Alexandria," 12,454.40 "," 5,678.74 "," 3,073.14 ", 698.69 , (176.70), 141.37 
 4/1/2017 ,WESCO DISTRIBUTION,Large,RST, Orange, 524.88 ," 1,833.43 "," 2,370.42 ", 17.74 , -   , 688.60 
 1/1/2017 ,* STONEWAY ELECTRIC SUPPLY,small,RST, Cedar Rapids," 1,634.00 ", 462.17 , 723.01 , 80.72 , -   , 236.29 
 5/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,RST, Washington," 4,747.40 "," 3,338.98 "," 1,821.81 ", 257.78 , 167.51 , 669.81 
 4/1/2017 ,* QUERMBACK ELECTRIC INC,Medium,RST, Cedar Rapids," 3,156.60 "," 7,268.45 "," 2,679.44 ", 198.55 , 406.72 ," 2,918.87 "
 5/1/2017 ,* MAYER ELECTRIC SUPPLY,Large,RST, Plano," 7,310.88 ", 517.00 ," 1,680.43 ", 236.87 , 234.09 , 974.04 
 5/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,RST, Colorado Springs," 6,087.12 "," 2,081.14 "," 2,472.85 ", 295.23 , 629.65 , 619.35 
 3/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,RST, Sacramento, 454.80 , 259.83 , 140.50 , 14.74 , -   , 52.79 
 4/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,RST, Naperville," 215,368.00 "," 128,900.47 "," 59,783.12 "," 13,675.87 ", 500.70 ," 2,750.19 "
 3/1/2018 ,* COLONIAL ELECTRIC SUPPLY CO,Large,RST, Saint Petersburg," 4,757.00 "," 2,388.92 "," 3,182.04 ", 185.52 , 290.77 ," 1,366.24 "
 2/1/2017 ,# UPCHURCH ELECTRICAL    #3730,Large,RST, Orange," 2,134.56 ", 843.84 , 829.19 , 102.89 , -   , 133.51 
 4/1/2018 ,# MID-WEST ELECTRIC SPLY #2480,Medium,RST, Stockton," 1,644.48 "," 2,174.78 "," 1,505.14 ", 73.34 , 139.48 , 295.14 
 5/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,RST, Fontana," 4,431.84 ", 417.63 ," 1,124.04 ", 146.25 , -   , 220.41 
 6/1/2018 ,REXEL INC,Large,RST, Moreno Valley, 287.00 , 56.20 , 32.42 , 8.64 , 37.77 , 37.08 
 5/1/2018 ,"MANUEL FREIJE ARCE, INC.",Large,RST, Miami," 8,105.20 ", 656.23 , 450.23 , 496.85 , -   , 220.71 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,RST, San Diego," 2,865.04 ", 381.65 , 462.10 , 110.88 , -   , 302.04 
 5/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,RST, Washington," 34,981.24 "," 16,049.36 "," 12,047.74 "," 2,361.23 ", 191.91 ," 5,819.41 "
 4/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,RST, Warren, 244.56 ," 1,352.93 ", 277.38 , 15.33 , 5.72 , 133.98 
 6/1/2017 ,REXEL HOLDINGS USA,Large,RST, Miami," 3,512.88 "," 3,226.34 ", 203.17 , 178.45 , 136.48 , 130.85 
 1/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,RST, Salt Lake City," 21,462.72 "," 6,447.98 "," 7,228.23 ", 922.90 ," 1,035.21 "," 1,862.11 "
 6/1/2017 ,MASTER INTERNATIONAL,Large,RST, Pomona," 15,041.30 "," 7,416.73 "," 1,786.48 "," 1,010.78 ", 342.84 ," 1,150.56 "
 3/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,RST, Eugene," 46,268.10 "," 35,188.21 "," 7,675.99 "," 2,711.31 "," 1,056.32 "," 7,415.46 "
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,RST, Tulsa," 1,388.16 ", 129.92 , 936.69 , 63.58 , -   , 60.33 
 1/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,RST, Memphis," 2,979.00 "," 1,267.97 ", 106.38 , 165.04 , 38.29 , 274.06 
 4/1/2018 ,CABLE CONNECTION & SUPPLY,small,RST, Salt Lake City," 1,340.28 ", 790.97 , 274.15 , 66.21 , -   , 397.27 
 5/1/2017 ,BARR-THORP ELECTRIC CO.,small,RST, Baltimore, 78.96 , 165.16 , 156.60 , 4.61 , 15.40 , 25.21 
 4/1/2018 ,"ANIXTER, INC",Large,RST, Grand Prairie," 12,448.94 "," 6,538.25 "," 3,454.68 ", 788.02 , 174.86 ," 1,271.40 "
 3/1/2017 ,"ANIXTER, INC",Large,RST, Anchorage, 122.52 , 215.00 , 142.41 , 4.03 , 4.36 , 36.69 
 4/1/2017 ,- WERNER ELECTRIC SUPPLY CO,Large,RST, Yonkers," 1,452.60 ", 122.07 , 171.55 , 51.71 , -   , 55.24 
 2/1/2018 ,- SCHAEDLER/YESCO DISTRIBUTION,Medium,RST, Atlanta, 676.20 ," 1,504.99 ", 689.94 , 26.03 , 21.68 , 444.35 
 6/1/2018 ,WESCO DISTRIBUTION,Large,RST, Paradise," 3,750.06 "," 5,841.57 "," 3,467.97 ", 154.88 , (357.30), 558.38 
 4/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,RST, Pasadena, 252.00 , 281.08 , 22.51 , 12.05 , -   , 66.21 
 4/1/2018 ,* HARRY COOPER SUPPLY,Medium,RST, Dallas," 1,144.96 ", 512.65 , 325.36 , 65.61 , -   , 261.93 
